year,week,team_name,won,game_type
1968,week 6,Pittsburgh Steelers,False,1968 Regular Season
1968,week 6,Atlanta Falcons,False,1968 Regular Season
1968,week 7,Chicago Bears,True,1968 Regular Season
1968,week 7,Cleveland Browns,True,1968 Regular Season
1968,week 7,Baltimore Colts,True,1968 Regular Season
1968,week 7,St. Louis Cardinals,True,1968 Regular Season
1968,week 7,San Francisco 49ers,True,1968 Regular Season
1968,week 7,Pittsburgh Steelers,True,1968 Regular Season
1968,week 7,New York Giants,True,1968 Regular Season
1968,week 7,Green Bay Packers,True,1968 Regular Season
1968,week 7,Minnesota Vikings,False,1968 Regular Season
1968,week 7,Atlanta Falcons,False,1968 Regular Season
1968,week 7,Los Angeles Rams,False,1968 Regular Season
1968,week 7,New Orleans Saints,False,1968 Regular Season
1968,week 7,Detroit Lions,False,1968 Regular Season
1968,week 7,Philadelphia Eagles,False,1968 Regular Season
1968,week 7,Washington Redskins,False,1968 Regular Season
1968,week 7,Dallas Cowboys,False,1968 Regular Season
1968,week 8,Pittsburgh Steelers,True,1968 Regular Season
1968,week 8,Chicago Bears,True,1968 Regular Season
1968,week 8,Minnesota Vikings,True,1968 Regular Season
1968,week 8,Dallas Cowboys,True,1968 Regular Season
1968,week 8,Baltimore Colts,True,1968 Regular Season
1968,week 8,St. Louis Cardinals,True,1968 Regular Season
1968,week 8,Los Angeles Rams,True,1968 Regular Season
1968,week 8,Cleveland Browns,True,1968 Regular Season
1968,week 8,Atlanta Falcons,False,1968 Regular Season
1968,week 8,Green Bay Packers,False,1968 Regular Season
1968,week 8,Washington Redskins,False,1968 Regular Season
1968,week 8,New Orleans Saints,False,1968 Regular Season
1968,week 8,New York Giants,False,1968 Regular Season
1968,week 8,Philadelphia Eagles,False,1968 Regular Season
1968,week 8,Detroit Lions,False,1968 Regular Season
1968,week 8,San Francisco 49ers,False,1968 Regular Season
1968,week 9,Los Angeles Rams,True,1968 Regular Season
1968,week 9,Chicago Bears,True,1968 Regular Season
1968,week 9,Cleveland Browns,True,1968 Regular Season
1968,week 9,New York Giants,True,1968 Regular Season
1968,week 9,Baltimore Colts,True,1968 Regular Season
1968,week 9,Minnesota Vikings,True,1968 Regular Season
1968,week 9,Washington Redskins,True,1968 Regular Season
1968,week 9,Atlanta Falcons,False,1968 Regular Season
1968,week 9,San Francisco 49ers,False,1968 Regular Season
1968,week 9,New Orleans Saints,False,1968 Regular Season
1968,week 9,Dallas Cowboys,False,1968 Regular Season
1968,week 9,Detroit Lions,False,1968 Regular Season
1968,week 9,Green Bay Packers,False,1968 Regular Season
1968,week 9,Philadelphia Eagles,False,1968 Regular Season
1968,week 10,Atlanta Falcons,True,1968 Regular Season
1968,week 10,Baltimore Colts,True,1968 Regular Season
1968,week 10,Minnesota Vikings,True,1968 Regular Season
1968,week 10,Green Bay Packers,True,1968 Regular Season
1968,week 10,New York Giants,True,1968 Regular Season
1968,week 10,Cleveland Browns,True,1968 Regular Season
1968,week 10,Dallas Cowboys,True,1968 Regular Season
1968,week 10,Chicago Bears,False,1968 Regular Season
1968,week 10,St. Louis Cardinals,False,1968 Regular Season
1968,week 10,Detroit Lions,False,1968 Regular Season
1968,week 10,New Orleans Saints,False,1968 Regular Season
1968,week 10,Philadelphia Eagles,False,1968 Regular Season
1968,week 10,Pittsburgh Steelers,False,1968 Regular Season
1968,week 10,Washington Redskins,False,1968 Regular Season
1968,week 11,Dallas Cowboys,True,1968 Regular Season
1968,week 11,Cleveland Browns,True,1968 Regular Season
1968,week 11,Baltimore Colts,True,1968 Regular Season
1968,week 11,St. Louis Cardinals,True,1968 Regular Season
1968,week 11,San Francisco 49ers,True,1968 Regular Season
1968,week 11,Los Angeles Rams,True,1968 Regular Season
1968,week 11,Green Bay Packers,True,1968 Regular Season
1968,week 11,Chicago Bears,False,1968 Regular Season
1968,week 11,Philadelphia Eagles,False,1968 Regular Season
1968,week 11,Minnesota Vikings,False,1968 Regular Season
1968,week 11,Atlanta Falcons,False,1968 Regular Season
1968,week 11,Pittsburgh Steelers,False,1968 Regular Season
1968,week 11,New York Giants,False,1968 Regular Season
1968,week 11,Washington Redskins,False,1968 Regular Season
1968,week 12,Dallas Cowboys,True,1968 Regular Season
1968,week 12,Philadelphia Eagles,True,1968 Regular Season
1968,week 12,Cleveland Browns,True,1968 Regular Season
1968,week 12,Baltimore Colts,True,1968 Regular Season
1968,week 12,Los Angeles Rams,True,1968 Regular Season
1968,week 12,Chicago Bears,True,1968 Regular Season
1968,week 12,St. Louis Cardinals,True,1968 Regular Season
1968,week 12,San Francisco 49ers,True,1968 Regular Season
1968,week 12,Washington Redskins,False,1968 Regular Season
1968,week 12,Detroit Lions,False,1968 Regular Season
1968,week 12,New York Giants,False,1968 Regular Season
1968,week 12,Atlanta Falcons,False,1968 Regular Season
1968,week 12,Minnesota Vikings,False,1968 Regular Season
1968,week 12,New Orleans Saints,False,1968 Regular Season
1968,week 12,Pittsburgh Steelers,False,1968 Regular Season
1968,week 12,Green Bay Packers,False,1968 Regular Season
1968,week 13,Baltimore Colts,True,1968 Regular Season
1968,week 13,Detroit Lions,True,1968 Regular Season
1968,week 13,Dallas Cowboys,True,1968 Regular Season
1968,week 13,St. Louis Cardinals,True,1968 Regular Season
1968,week 13,Philadelphia Eagles,True,1968 Regular Season
1968,week 13,Chicago Bears,True,1968 Regular Season
1968,week 13,Minnesota Vikings,True,1968 Regular Season
1968,week 13,Cleveland Browns,True,1968 Regular Season
1968,week 13,Green Bay Packers,False,1968 Regular Season
1968,week 13,Atlanta Falcons,False,1968 Regular Season
1968,week 13,Pittsburgh Steelers,False,1968 Regular Season
1968,week 13,New York Giants,False,1968 Regular Season
1968,week 13,New Orleans Saints,False,1968 Regular Season
1968,week 13,Los Angeles Rams,False,1968 Regular Season
1968,week 13,San Francisco 49ers,False,1968 Regular Season
1968,week 13,Washington Redskins,False,1968 Regular Season
1968,week 14,St. Louis Cardinals,True,1968 Regular Season
1968,week 14,San Francisco 49ers,True,1968 Regular Season
1968,week 14,Green Bay Packers,True,1968 Regular Season
1968,week 14,New Orleans Saints,True,1968 Regular Season
1968,week 14,Dallas Cowboys,True,1968 Regular Season
1968,week 14,Minnesota Vikings,True,1968 Regular Season
1968,week 14,Baltimore Colts,True,1968 Regular Season
1968,week 14,Washington Redskins,True,1968 Regular Season
1968,week 14,Cleveland Browns,False,1968 Regular Season
1968,week 14,Atlanta Falcons,False,1968 Regular Season
1968,week 14,Chicago Bears,False,1968 Regular Season
1968,week 14,Pittsburgh Steelers,False,1968 Regular Season
1968,week 14,New York Giants,False,1968 Regular Season
1968,week 14,Philadelphia Eagles,False,1968 Regular Season
1968,week 14,Los Angeles Rams,False,1968 Regular Season
1968,week 14,Detroit Lions,False,1968 Regular Season
1968,week 15,Cleveland Browns,True,1968 Divisional Round
1968,week 15,Baltimore Colts,True,1968 Divisional Round
1968,week 15,Dallas Cowboys,False,1968 Divisional Round
1968,week 15,Minnesota Vikings,False,1968 Divisional Round
1968,week 16,Baltimore Colts,True,1968 Championship Round
1968,week 16,Cleveland Browns,False,1968 Championship Round
1968,week 17,New York Jets,True,Super Bowl
1968,week 17,Baltimore Colts,False,Super Bowl
1969,week 1,New York Jets,True,1969 Regular Season
1969,week 1,Cincinnati Bengals,True,1969 Regular Season
1969,week 1,Denver Broncos,True,1969 Regular Season
1969,week 1,Oakland Raiders,True,1969 Regular Season
1969,week 1,Kansas City Chiefs,True,1969 Regular Season
1969,week 1,Atlanta Falcons,True,1969 Regular Season
1969,week 1,Los Angeles Rams,True,1969 Regular Season
1969,week 1,Dallas Cowboys,True,1969 Regular Season
1969,week 1,Green Bay Packers,True,1969 Regular Season
1969,week 1,Washington Redskins,True,1969 Regular Season
1969,week 1,New York Giants,True,1969 Regular Season
1969,week 1,Cleveland Browns,True,1969 Regular Season
1969,week 1,Pittsburgh Steelers,True,1969 Regular Season
1969,week 1,Buffalo Bills,False,1969 Regular Season
1969,week 1,Miami Dolphins,False,1969 Regular Season
1969,week 1,Boston Patriots,False,1969 Regular Season
1969,week 1,Houston Oilers,False,1969 Regular Season
1969,week 1,San Diego Chargers,False,1969 Regular Season
1969,week 1,San Francisco 49ers,False,1969 Regular Season
1969,week 1,Baltimore Colts,False,1969 Regular Season
1969,week 1,St. Louis Cardinals,False,1969 Regular Season
1969,week 1,Chicago Bears,False,1969 Regular Season
1969,week 1,New Orleans Saints,False,1969 Regular Season
1969,week 1,Minnesota Vikings,False,1969 Regular Season
1969,week 1,Philadelphia Eagles,False,1969 Regular Season
1969,week 1,Detroit Lions,False,1969 Regular Season
1969,week 2,Oakland Raiders,True,1969 Regular Season
1969,week 2,Houston Oilers,True,1969 Regular Season
1969,week 2,Cincinnati Bengals,True,1969 Regular Season
1969,week 2,Denver Broncos,True,1969 Regular Season
1969,week 2,Kansas City Chiefs,True,1969 Regular Season
1969,week 2,Cleveland Browns,True,1969 Regular Season
1969,week 2,St. Louis Cardinals,True,1969 Regular Season
1969,week 2,Detroit Lions,True,1969 Regular Season
1969,week 2,Green Bay Packers,True,1969 Regular Season
1969,week 2,Minnesota Vikings,True,1969 Regular Season
1969,week 2,Dallas Cowboys,True,1969 Regular Season
1969,week 2,Philadelphia Eagles,True,1969 Regular Season
1969,week 2,Los Angeles Rams,True,1969 Regular Season
1969,week 2,Miami Dolphins,False,1969 Regular Season
1969,week 2,Buffalo Bills,False,1969 Regular Season
1969,week 2,San Diego Chargers,False,1969 Regular Season
1969,week 2,New York Jets,False,1969 Regular Season
1969,week 2,Boston Patriots,False,1969 Regular Season
1969,week 2,Washington Redskins,False,1969 Regular Season
1969,week 2,Chicago Bears,False,1969 Regular Season
1969,week 2,New York Giants,False,1969 Regular Season
1969,week 2,San Francisco 49ers,False,1969 Regular Season
1969,week 2,Baltimore Colts,False,1969 Regular Season
1969,week 2,New Orleans Saints,False,1969 Regular Season
1969,week 2,Pittsburgh Steelers,False,1969 Regular Season
1969,week 2,Atlanta Falcons,False,1969 Regular Season
1969,week 3,Buffalo Bills,True,1969 Regular Season
1969,week 3,Cincinnati Bengals,True,1969 Regular Season
1969,week 3,Oakland Raiders,True,1969 Regular Season
1969,week 3,Houston Oilers,True,1969 Regular Season
1969,week 3,San Diego Chargers,True,1969 Regular Season
1969,week 3,Baltimore Colts,True,1969 Regular Season
1969,week 3,Detroit Lions,True,1969 Regular Season
1969,week 3,Minnesota Vikings,True,1969 Regular Season
1969,week 3,New York Giants,True,1969 Regular Season
1969,week 3,Dallas Cowboys,True,1969 Regular Season
1969,week 3,St. Louis Cardinals,True,1969 Regular Season
1969,week 3,Los Angeles Rams,True,1969 Regular Season
1969,week 3,Denver Broncos,False,1969 Regular Season
1969,week 3,Kansas City Chiefs,False,1969 Regular Season
1969,week 3,Boston Patriots,False,1969 Regular Season
1969,week 3,Miami Dolphins,False,1969 Regular Season
1969,week 3,New York Jets,False,1969 Regular Season
1969,week 3,Atlanta Falcons,False,1969 Regular Season
1969,week 3,Cleveland Browns,False,1969 Regular Season
1969,week 3,Green Bay Packers,False,1969 Regular Season
1969,week 3,Chicago Bears,False,1969 Regular Season
1969,week 3,Philadelphia Eagles,False,1969 Regular Season
1969,week 3,Pittsburgh Steelers,False,1969 Regular Season
1969,week 3,New Orleans Saints,False,1969 Regular Season
1969,week 4,San Diego Chargers,True,1969 Regular Season
1969,week 4,Kansas City Chiefs,True,1969 Regular Season
1969,week 4,New York Jets,True,1969 Regular Season
1969,week 4,Houston Oilers,True,1969 Regular Season
1969,week 4,Dallas Cowboys,True,1969 Regular Season
1969,week 4,Minnesota Vikings,True,1969 Regular Season
1969,week 4,Green Bay Packers,True,1969 Regular Season
1969,week 4,Cleveland Browns,True,1969 Regular Season
1969,week 4,New York Giants,True,1969 Regular Season
1969,week 4,Los Angeles Rams,True,1969 Regular Season
1969,week 4,Washington Redskins,True,1969 Regular Season
1969,week 4,Baltimore Colts,True,1969 Regular Season
1969,week 4,Cincinnati Bengals,False,1969 Regular Season
1969,week 4,Denver Broncos,False,1969 Regular Season
1969,week 4,Boston Patriots,False,1969 Regular Season
1969,week 4,Buffalo Bills,False,1969 Regular Season
1969,week 4,Atlanta Falcons,False,1969 Regular Season
1969,week 4,Chicago Bears,False,1969 Regular Season
1969,week 4,Detroit Lions,False,1969 Regular Season
1969,week 4,New Orleans Saints,False,1969 Regular Season
1969,week 4,Pittsburgh Steelers,False,1969 Regular Season
1969,week 4,San Francisco 49ers,False,1969 Regular Season
1969,week 4,St. Louis Cardinals,False,1969 Regular Season
1969,week 4,Philadelphia Eagles,False,1969 Regular Season
1969,week 5,Buffalo Bills,True,1969 Regular Season
1969,week 5,San Diego Chargers,True,1969 Regular Season
1969,week 5,New York Jets,True,1969 Regular Season
1969,week 5,Oakland Raiders,True,1969 Regular Season
1969,week 5,Kansas City Chiefs,True,1969 Regular Season
1969,week 5,Cleveland Browns,True,1969 Regular Season
1969,week 5,Minnesota Vikings,True,1969 Regular Season
1969,week 5,Dallas Cowboys,True,1969 Regular Season
1969,week 5,Detroit Lions,True,1969 Regular Season
1969,week 5,Baltimore Colts,True,1969 Regular Season
1969,week 5,Los Angeles Rams,True,1969 Regular Season
1969,week 5,Atlanta Falcons,True,1969 Regular Season
1969,week 5,Washington Redskins,True,1969 Regular Season
1969,week 5,Boston Patriots,False,1969 Regular Season
1969,week 5,Miami Dolphins,False,1969 Regular Season
1969,week 5,Cincinnati Bengals,False,1969 Regular Season
1969,week 5,Denver Broncos,False,1969 Regular Season
1969,week 5,Houston Oilers,False,1969 Regular Season
1969,week 5,Pittsburgh Steelers,False,1969 Regular Season
1969,week 5,St. Louis Cardinals,False,1969 Regular Season
1969,week 5,Philadelphia Eagles,False,1969 Regular Season
1969,week 5,Chicago Bears,False,1969 Regular Season
1969,week 5,New Orleans Saints,False,1969 Regular Season
1969,week 5,Green Bay Packers,False,1969 Regular Season
1969,week 5,San Francisco 49ers,False,1969 Regular Season
1969,week 5,New York Giants,False,1969 Regular Season
1969,week 6,Denver Broncos,True,1969 Regular Season
1969,week 6,Kansas City Chiefs,True,1969 Regular Season
1969,week 6,San Diego Chargers,True,1969 Regular Season
1969,week 6,Oakland Raiders,True,1969 Regular Season
1969,week 6,New York Jets,True,1969 Regular Season
1969,week 6,Los Angeles Rams,True,1969 Regular Season
1969,week 6,San Francisco 49ers,True,1969 Regular Season
1969,week 6,Green Bay Packers,True,1969 Regular Season
1969,week 6,Minnesota Vikings,True,1969 Regular Season
1969,week 6,Philadelphia Eagles,True,1969 Regular Season
1969,week 6,Washington Redskins,True,1969 Regular Season
1969,week 6,Dallas Cowboys,True,1969 Regular Season
1969,week 6,Cincinnati Bengals,False,1969 Regular Season
1969,week 6,Miami Dolphins,False,1969 Regular Season
1969,week 6,Boston Patriots,False,1969 Regular Season
1969,week 6,Buffalo Bills,False,1969 Regular Season
1969,week 6,Houston Oilers,False,1969 Regular Season
1969,week 6,Chicago Bears,False,1969 Regular Season
1969,week 6,Baltimore Colts,False,1969 Regular Season
1969,week 6,Atlanta Falcons,False,1969 Regular Season
1969,week 6,Detroit Lions,False,1969 Regular Season
1969,week 6,New Orleans Saints,False,1969 Regular Season
1969,week 6,Pittsburgh Steelers,False,1969 Regular Season
1969,week 6,New York Giants,False,1969 Regular Season
1969,week 7,Kansas City Chiefs,True,1969 Regular Season
1969,week 7,Miami Dolphins,True,1969 Regular Season
1969,week 7,New York Jets,True,1969 Regular Season
1969,week 7,Houston Oilers,True,1969 Regular Season
1969,week 7,Oakland Raiders,True,1969 Regular Season
1969,week 7,Los Angeles Rams,True,1969 Regular Season
1969,week 7,Cleveland Browns,True,1969 Regular Season
1969,week 7,Baltimore Colts,True,1969 Regular Season
1969,week 7,New Orleans Saints,True,1969 Regular Season
